Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Falcons,7,21,10,7,0,0,45,Saints,7,10,8,7,0,0,32,201603,0,11,13,13,77,-13,1481.21465707928,1444.76586457626,2016,3,0,0,0,1,1,424
Bears,0,3,7,7,0,0,17,Cowboys,10,14,0,7,0,0,31,201603,10,21,14,14,48,14,1402.95805563971,1459.3749409376,2016,3,0,0,0,1,0,802
Steelers,0,3,0,0,0,0,3,Eagles,3,10,21,0,0,0,34,201603,3,10,31,31,37,31,1634.80967442354,1530.76991144356,2016,3,0,0,0,0,0,257
Jets,0,3,0,0,0,0,3,Chiefs,7,10,0,7,0,0,24,201603,7,14,14,21,27,21,1537.83546161683,1604.03388657703,2016,3,0,0,0,1,0,1093
Chargers,0,13,6,3,0,0,22,Colts,10,3,7,6,0,0,26,201603,10,0,1,4,48,4,1452.23763662971,1455.96220224265,2016,3,0,0,0,1,0,1784
Rams,10,7,7,13,0,0,37,Buccaneers,6,14,0,12,0,0,32,201603,4,-3,4,5,69,-5,1475.86987224623,1428.81824427008,2016,3,0,0,0,1,0,2149
49ers,0,3,0,15,0,0,18,Seahawks,14,10,6,7,0,0,37,201603,14,21,27,19,55,19,1456.75200058333,1610.3872576524,2016,3,0,0,0,1,1,679
Ravens,7,6,3,3,0,0,19,Jaguars,0,7,7,3,0,0,17,201603,7,6,2,2,36,-2,1508.57731154128,1358.33040645169,2016,3,0,0,0,1,0,681
Raiders,7,10,0,0,0,0,17,Titans,3,0,7,0,0,0,10,201603,4,14,7,7,27,-7,1437.57558077255,1349.45452044946,2016,3,0,0,0,1,0,1950
Washington,6,10,7,6,0,0,29,Giants,14,7,3,3,0,0,27,201603,-8,-5,-1,2,56,-2,1446.71474604049,1486.86280835477,2016,3,0,0,0,1,1,204
Browns,0,13,0,11,0,0,24,Dolphins,7,3,7,7,6,0,30,201603,7,-3,4,6,54,6,1363.48019524202,1427.96223300366,2016,3,0,0,0,1,0,1089
Lions,3,7,7,10,0,0,27,Packers,14,17,3,0,0,0,34,201603,11,21,17,7,61,7,1508.84439552573,1580.74465764829,2016,3,0,0,0,1,1,291
Broncos,3,13,0,13,0,0,29,Bengals,7,7,0,3,0,0,17,201603,-4,2,2,12,46,-12,1652.23946293243,1570.40136875866,2016,3,0,0,0,1,0,1093
Cardinals,0,7,6,5,0,0,18,Bills,10,7,13,3,0,0,33,201603,10,10,17,15,51,15,1612.94969841038,1477.93546892364,2016,3,0,0,0,0,0,1902
Texans,0,0,0,0,0,0,0,Patriots,10,0,10,7,0,0,27,201603,10,10,20,27,27,27,1543.67208108793,1626.30397160583,2016,3,0,0,0,1,0,1597
Vikings,2,6,8,6,0,0,22,Panthers,10,0,0,0,0,0,10,201603,-8,-2,6,12,32,-12,1591.30096996437,1639.86779070197,2016,3,0,0,0,1,0,938
Rams,7,3,0,7,0,0,17,Cardinals,0,10,3,0,0,0,13,201604,7,0,-3,4,30,-4,1494.8672468548,1578.61841057421,2016,4,0,0,0,1,1,356
Saints,7,7,7,14,0,0,35,Chargers,7,17,0,10,0,0,34,201604,0,-10,-3,1,69,-1,1415.83601585363,1439.67826347014,2016,4,0,0,0,0,0,1605
Broncos,7,10,3,7,0,0,27,Buccaneers,7,0,0,0,0,0,7,201604,0,10,13,20,34,-20,1676.46146609631,1409.82086966151,2016,4,0,0,0,0,0,1521
Chiefs,0,0,0,14,0,0,14,Steelers,22,7,7,7,0,0,43,201604,22,29,36,29,57,29,1622.68458221748,1595.57815545264,2016,4,0,0,0,1,0,779
Giants,0,3,0,7,0,0,10,Vikings,7,7,3,7,0,0,24,201604,7,11,14,14,34,14,1471.93635994955,1626.88508488482,2016,4,0,0,0,1,0,1016
Cowboys,0,14,7,3,0,0,24,49ers,7,7,3,0,0,0,17,201604,-7,0,4,7,41,-7,1476.41843243446,1444.6957728578,2016,4,0,0,0,1,0,1480
Titans,3,14,3,0,0,0,20,Texans,14,6,7,0,0,0,27,201604,11,3,7,7,47,7,1330.24378426516,1524.96942766884,2016,4,0,0,0,1,1,665
Seahawks,0,14,3,10,0,0,27,Jets,3,7,0,7,0,0,17,201604,-3,4,7,10,44,-10,1622.44348537793,1519.18476597638,2016,4,0,0,0,0,0,2401
Browns,0,17,3,0,0,0,20,Washington,14,3,0,14,0,0,31,201604,14,0,-3,11,51,11,1351.65121421601,1461.64119444571,2016,4,0,0,0,0,0,304
Raiders,7,7,0,14,0,0,28,Ravens,0,6,6,15,0,0,27,201604,7,8,2,1,55,-1,1456.78631695685,1516.60946210169,2016,4,0,0,0,1,0,2442
Bills,7,6,3,0,0,0,16,Patriots,0,0,0,0,0,0,0,201604,7,13,16,16,16,-16,1512.26675675981,1645.00662502492,2016,4,0,0,0,1,1,404
Lions,0,3,3,8,0,0,14,Bears,7,0,7,3,0,0,17,201604,7,4,8,3,31,3,1496.60591512002,1385.91456414285,2016,4,0,0,0,1,1,238
Panthers,0,10,0,23,0,0,33,Falcons,14,3,14,17,0,0,48,201604,14,7,21,15,81,15,1604.28367578152,1510.14450580191,2016,4,0,0,0,1,1,226
Colts,3,3,0,21,0,0,27,Jaguars,7,10,6,7,0,0,30,201604,4,11,17,3,57,3,1468.52157540222,1350.29825589128,2016,4,0,0,0,1,1,699
Dolphins,7,0,0,0,0,0,7,Bengals,10,6,3,3,0,0,22,201604,3,9,12,15,29,15,1439.79121402967,1546.17936559478,2016,4,0,0,0,1,0,957
Buccaneers,3,3,8,3,0,0,17,Panthers,0,0,14,0,0,0,14,201605,3,6,0,3,31,-3,1396.51592211294,1573.83457477479,2016,5,0,0,0,1,1,511
Giants,0,6,3,7,0,0,16,Packers,7,10,0,6,0,0,23,201605,7,11,8,7,39,7,1461.10781803946,1592.983138054,2016,5,0,0,1,1,0,758
Bills,7,9,7,7,0,0,30,Rams,3,10,3,3,0,0,19,201605,4,3,7,11,49,-11,1559.42049993752,1519.09835402768,2016,5,0,0,0,0,0,2193
Chargers,0,10,14,7,0,0,31,Raiders,3,6,18,7,0,0,34,201605,3,-1,3,3,65,3,1430.64730642239,1466.66676624765,2016,5,0,0,0,1,1,454
Bengals,0,0,0,14,0,0,14,Cowboys,7,14,7,0,0,0,28,201605,7,21,28,14,42,14,1560.15087236612,1499.54833071622,2016,5,0,0,0,0,0,817
Falcons,10,3,7,3,0,0,23,Broncos,0,3,0,13,0,0,16,201605,10,10,17,7,39,-7,1540.59360680864,1689.76641364488,2016,5,0,0,0,0,0,1209
Washington,6,0,10,0,0,0,16,Ravens,7,3,0,0,0,0,10,201605,-1,-4,6,6,26,-6,1473.95610531242,1506.72901281089,2016,5,0,0,0,0,0,35
Jets,3,10,0,0,0,0,13,Steelers,7,7,3,14,0,0,31,201605,4,1,4,18,44,18,1498.20061428431,1625.38185333183,2016,5,0,0,0,1,0,314
Texans,0,6,0,7,0,0,13,Vikings,14,10,0,7,0,0,31,201605,14,18,18,18,44,18,1531.78240635773,1637.71362679491,2016,5,0,0,0,0,0,1057
Titans,7,14,3,6,0,0,30,Dolphins,0,14,3,0,0,0,17,201605,7,7,7,13,47,-13,1323.43080557627,1425.81970725833,2016,5,0,0,0,1,0,816
Bears,3,10,0,10,0,0,23,Colts,3,13,3,10,0,0,29,201605,0,3,6,6,52,6,1401.92265812849,1449.07016194291,2016,5,0,0,0,0,0,163
Eagles,0,10,10,3,0,0,23,Lions,14,7,0,3,0,0,24,201605,14,11,1,1,47,1,1570.00143041446,1480.59782113438,2016,5,0,1,0,1,0,441
Patriots,16,7,7,3,0,0,33,Browns,7,0,0,6,0,0,13,201605,9,16,23,20,46,-20,1597.85288184721,1339.3363033493,2016,5,0,0,0,1,0,551
Cardinals,0,7,14,12,0,0,33,49ers,0,7,7,7,0,0,21,201605,0,0,7,12,54,-12,1554.38730340133,1421.56587457604,2016,5,0,0,0,1,1,652
Jets,0,3,0,0,0,0,3,Cardinals,7,7,7,7,0,0,28,201606,7,11,18,25,31,25,1484.73891490056,1574.47330063367,2016,6,0,0,0,0,0,2139
Colts,3,10,0,10,0,0,23,Texans,0,3,6,14,3,0,26,201606,-3,-10,-4,3,49,3,1461.808214593,1516.91360937424,2016,6,0,0,0,1,1,865
Falcons,0,3,21,0,0,0,24,Seahawks,7,10,0,9,0,0,26,201606,7,14,-7,2,50,2,1576.26987802051,1643.42763707,2016,6,0,0,1,1,0,2178
Cowboys,7,10,3,10,0,0,30,Packers,3,3,0,10,0,0,16,201606,4,11,14,14,46,-14,1526.23275772816,1602.28018345871,2016,6,0,0,0,1,0,937
Chiefs,7,6,10,3,0,0,26,Raiders,7,3,0,0,0,0,10,201606,0,3,13,16,36,-16,1592.88088433829,1476.17235230452,2016,6,0,1,0,1,1,1495
Eagles,0,14,0,6,0,0,20,Washington,7,14,3,3,0,0,27,201606,7,7,10,7,47,7,1562.50069412569,1499.90433043487,2016,6,0,0,0,1,1,123
Ravens,10,0,3,10,0,0,23,Giants,0,7,10,10,0,0,27,201606,-10,-3,4,4,50,4,1480.78078768844,1451.81077263475,2016,6,0,0,0,0,0,169
Broncos,0,3,0,10,0,0,13,Chargers,7,3,9,2,0,0,21,201606,7,7,16,8,34,8,1654.09014243301,1421.14172036552,2016,6,0,0,0,1,1,832
Bengals,0,7,7,3,0,0,17,Patriots,3,7,15,10,0,0,35,201606,3,3,11,18,52,18,1533.46644535418,1611.68418820996,2016,6,0,0,0,1,0,732
Steelers,8,0,0,7,0,0,15,Dolphins,3,13,7,7,0,0,30,201606,-5,8,15,15,45,15,1638.84355271558,1384.46859934382,2016,6,0,0,0,1,0,1013
Browns,6,7,0,13,0,0,26,Titans,7,7,7,7,0,0,28,201606,1,1,8,2,54,2,1325.50499698655,1364.78191349078,2016,6,0,0,0,1,0,458
Rams,7,7,7,7,0,0,28,Lions,7,7,7,10,0,0,31,201606,0,0,0,3,59,3,1492.18536744115,1488.09855742315,2016,6,0,0,0,1,0,1979
Jaguars,0,0,0,17,0,0,17,Bears,0,10,3,3,0,0,16,201606,0,-10,-13,1,33,-1,1369.74966935059,1389.1846054784,2016,6,0,1,0,0,0,862
49ers,3,10,0,3,0,0,16,Bills,7,10,7,21,0,0,45,201606,4,4,11,29,61,29,1401.4798773437,1586.33348652405,2016,6,0,0,0,0,0,2294
Panthers,0,10,7,21,0,0,38,Saints,14,10,7,10,0,0,41,201606,14,14,14,3,79,3,1548.8655903884,1424.86697290138,2016,6,0,0,1,1,1,648
Raiders,3,17,3,10,0,0,33,Jaguars,0,6,3,7,0,0,16,201607,3,14,14,17,49,-17,1452.58050554342,1378.67583469055,2016,7,0,0,0,1,0,2361
Texans,6,0,3,0,0,0,9,Broncos,0,14,7,6,0,0,27,201607,-6,8,12,18,36,18,1525.68745563074,1619.62197547474,2016,7,0,0,0,1,0,878
Seahawks,0,0,0,3,3,0,6,Cardinals,0,3,0,0,3,0,6,201607,0,-3,-3,0,12,0,1650.02883509445,1592.18699060564,2016,7,0,0,0,1,1,1114
Patriots,7,7,6,7,0,0,27,Steelers,0,10,3,3,0,0,16,201607,7,4,7,11,43,-11,1628.53778572328,1593.4342950303,2016,7,0,0,0,1,0,479
Buccaneers,0,17,10,7,0,0,34,49ers,14,0,0,3,0,0,17,201607,-14,3,13,17,51,-17,1421.48490649934,1389.76272019863,2016,7,0,1,0,1,0,2396
Chargers,7,10,3,10,3,0,33,Falcons,6,21,0,3,0,0,30,201607,1,-10,-7,3,63,-3,1455.60988732379,1569.66867999606,2016,7,0,0,0,0,0,1887
Vikings,0,3,0,7,0,0,10,Eagles,0,11,7,3,0,0,21,201607,0,8,15,11,31,11,1652.5824237784,1541.87267417379,2016,7,0,1,0,1,0,983
Saints,7,0,7,7,0,0,21,Chiefs,14,7,3,3,0,0,27,201607,7,14,10,6,48,6,1441.50790571363,1616.47273109939,2016,7,0,0,0,0,0,681
Bills,3,7,7,8,0,0,25,Dolphins,3,3,8,14,0,0,28,201607,0,-4,-3,3,53,3,1598.05064366912,1429.8778570291,2016,7,0,0,0,1,1,1184
Ravens,10,6,0,0,0,0,16,Jets,7,7,10,0,0,0,24,201607,-3,-2,8,8,40,8,1466.58201766445,1467.02522492859,2016,7,0,0,0,1,0,169
Colts,7,10,3,14,0,0,34,Titans,6,7,0,13,0,0,26,201607,1,4,7,8,60,-8,1453.0343683365,1372.21403027199,2016,7,0,0,0,1,1,251
Washington,0,3,0,14,0,0,17,Lions,0,3,7,10,0,0,20,201607,0,0,7,3,37,3,1520.53235038677,1499.24694427336,2016,7,0,0,0,1,0,394
Browns,0,10,7,0,0,0,17,Bengals,7,14,10,0,0,0,31,201607,7,11,14,14,48,14,1318.07288020534,1516.61284784086,2016,7,0,0,0,1,1,217
Giants,0,10,0,7,0,0,17,Rams,10,0,0,0,0,0,10,201607,-10,0,0,7,27,-7,1466.00954265874,1481.03698059094,2016,7,0,0,0,1,0,2445
Bears,0,3,7,0,0,0,10,Packers,3,3,7,13,0,0,26,201607,3,3,3,16,36,16,1380.25844013844,1562.20308027225,2016,7,0,0,0,1,1,185
Eagles,3,10,7,3,0,0,23,Cowboys,7,3,3,10,6,0,29,201608,4,-3,-7,6,52,6,1570.56844838934,1566.30986091462,2016,8,0,0,1,1,1,1297
Packers,7,17,0,8,0,0,32,Falcons,10,9,7,7,0,0,33,201608,3,-5,2,1,65,1,1572.10806233231,1547.42239450147,2016,8,0,0,0,1,0,768
Chargers,7,0,6,6,0,0,19,Broncos,3,7,7,10,0,0,27,201608,-4,3,4,8,46,8,1477.85617281838,1635.32930807252,2016,8,0,0,0,1,1,832
Lions,0,3,0,10,0,0,13,Texans,0,14,3,3,0,0,20,201608,0,11,14,7,33,7,1511.13850035784,1509.98012303296,2016,8,0,0,0,0,0,1105
Cardinals,0,7,7,6,0,0,20,Panthers,14,10,6,0,0,0,30,201608,14,17,16,10,50,10,1591.87285762898,1532.22465757615,2016,8,0,0,1,1,0,1778
Raiders,0,3,14,7,6,0,30,Buccaneers,3,7,0,14,0,0,24,201608,-3,-7,7,6,54,-6,1480.63005884322,1453.63493350992,2016,8,0,0,0,0,0,2388
Vikings,0,3,0,7,0,0,10,Bears,3,10,7,0,0,0,20,201608,3,10,17,10,30,10,1623.88664956285,1370.35345807838,2016,8,0,0,0,1,1,355
Chiefs,3,14,7,6,0,0,30,Colts,0,7,7,0,0,0,14,201608,3,10,10,16,44,-16,1623.51867824973,1473.85707038253,2016,8,0,0,0,1,0,451
Jets,0,7,14,10,0,0,31,Browns,10,10,0,8,0,0,28,201608,-10,-13,1,3,59,-3,1484.39046302529,1309.37187887743,2016,8,0,0,0,1,0,403
Patriots,14,10,14,3,0,0,41,Bills,3,7,7,8,0,0,25,201608,11,14,21,16,66,-16,1655.89154850036,1579.30899027587,2016,8,0,0,0,1,1,404
Washington,7,3,7,10,0,0,27,Bengals,7,0,13,7,0,0,27,201608,0,3,-3,0,54,0,1508.64079430229,1525.31384916877,2016,8,0,0,0,0,0,398
Jaguars,0,0,8,14,0,0,22,Titans,3,24,6,3,0,0,36,201608,3,27,25,14,58,14,1350.62628139075,1351.39132822596,2016,8,0,0,0,1,1,500
Seahawks,7,7,3,3,0,0,20,Saints,0,13,3,9,0,0,25,201608,-7,-1,-1,5,45,5,1650.34296807111,1434.46195856329,2016,8,0,0,0,1,0,2098
Bills,14,3,0,8,0,0,25,Seahawks,7,21,0,3,0,0,31,201609,-7,11,11,6,56,6,1552.06446039896,1623.24039971429,2016,9,0,0,0,0,0,2110
Broncos,0,10,0,10,0,0,20,Raiders,6,14,0,10,0,0,30,201609,6,10,10,10,50,10,1644.00699484187,1502.58861303981,2016,9,0,0,0,1,1,939
Titans,0,14,7,14,0,0,35,Chargers,9,10,14,10,0,0,43,201609,9,5,12,8,78,8,1372.76720505917,1469.17848604903,2016,9,0,0,0,1,0,1739
Colts,14,10,0,7,0,0,31,Packers,10,0,3,13,0,0,26,201609,4,14,11,5,57,-5,1453.09431695624,1566.08760945581,2016,9,0,0,0,0,0,341
Saints,14,17,0,10,0,0,41,49ers,3,17,3,0,0,0,23,201609,11,11,8,18,64,-18,1461.56452692011,1357.61269318805,2016,9,0,0,1,1,0,1921
Panthers,7,0,0,6,0,0,13,Rams,0,0,0,10,0,0,10,201609,7,7,7,3,23,-3,1555.77698024188,1459.19451805112,2016,9,0,0,1,1,0,2115
Steelers,0,0,0,14,0,0,14,Ravens,7,3,3,8,0,0,21,201609,7,10,13,7,35,7,1566.08053225322,1449.21677956775,2016,9,0,1,1,1,1,196
Lions,3,7,0,6,6,0,22,Vikings,0,3,6,7,0,0,16,201609,3,7,1,6,38,-6,1494.60250393924,1584.67844428615,2016,9,0,0,0,1,1,542
Jets,10,3,0,10,0,0,23,Dolphins,7,7,6,7,0,0,27,201609,-3,1,7,4,50,4,1493.54676063078,1448.61951042235,2016,9,0,0,1,1,1,1091
Jaguars,0,7,0,7,0,0,14,Chiefs,7,3,6,3,0,0,19,201609,7,3,9,5,33,5,1329.25040455754,1644.28143167602,2016,9,0,0,0,1,0,949
Cowboys,7,14,14,0,0,0,35,Browns,3,7,0,0,0,0,10,201609,4,11,25,25,45,-25,1581.96887047655,1300.21558127194,2016,9,0,0,0,0,0,1024
Falcons,10,10,13,10,0,0,43,Buccaneers,7,7,0,14,0,0,28,201609,3,6,19,15,71,-15,1553.44284737797,1431.67637931333,2016,9,0,0,0,1,1,416
Eagles,3,7,7,6,0,0,23,Giants,14,7,7,0,0,0,28,201609,11,11,11,5,51,5,1554.90943882741,1487.85200519856,2016,9,0,0,1,1,1,80
Texans,14,0,7,3,0,0,24,Jaguars,7,3,0,11,0,0,21,201610,7,4,11,3,45,-3,1526.51611945156,1326.16825221069,2016,10,0,1,0,1,1,820
Seahawks,6,13,3,9,0,0,31,Patriots,7,7,7,3,0,0,24,201610,-1,5,1,7,55,-7,1634.72939784899,1683.13607837727,2016,10,0,0,1,0,0,2495
Cowboys,10,3,10,12,0,0,35,Steelers,12,3,3,12,0,0,30,201610,-2,-2,5,5,65,-5,1595.20223109527,1541.62842038696,2016,10,0,0,0,0,0,1069
Bengals,7,3,10,0,0,0,20,Giants,7,7,0,7,0,0,21,201610,0,4,-6,1,41,1,1524.58261610931,1505.89257401311,2016,10,0,1,0,0,0,563
Dolphins,0,7,14,10,0,0,31,Chargers,0,10,7,7,0,0,24,201610,0,-3,4,7,55,-7,1463.64796647521,1480.7686226883,2016,10,0,0,0,1,0,2267
Chiefs,0,3,0,17,0,0,20,Panthers,3,14,0,0,0,0,17,201610,-3,-14,-14,3,37,-3,1647.36358402287,1568.20480941191,2016,10,0,0,0,0,0,801
49ers,0,10,3,7,0,0,20,Cardinals,7,13,0,3,0,0,23,201610,7,10,7,3,43,3,1331.91068661212,1568.32053496325,2016,10,0,0,1,1,1,652
Bears,3,7,0,0,0,0,10,Buccaneers,7,10,12,7,0,0,36,201610,4,7,19,26,46,26,1409.56166335508,1409.02512679435,2016,10,0,1,0,1,0,1004
Falcons,0,6,3,6,0,0,15,Eagles,7,0,3,14,0,0,24,201610,7,1,1,9,39,9,1576.09409989695,1536.86887001286,2016,10,0,0,0,1,0,665
Rams,3,0,3,3,0,0,9,Jets,0,6,0,0,0,0,6,201610,3,-3,0,3,15,-3,1446.76668888109,1478.51830457792,2016,10,0,0,0,0,0,2445
Broncos,7,3,0,15,0,0,25,Saints,0,3,14,6,0,0,23,201610,7,7,-7,2,48,-2,1613.78762465081,1487.26653349603,2016,10,0,0,0,0,0,1079
Packers,0,16,9,0,0,0,25,Titans,21,14,6,6,0,0,47,201610,21,19,16,22,72,22,1537.39626792989,1361.1770684199,2016,10,0,0,0,0,0,580
Browns,0,7,0,0,0,0,7,Ravens,0,6,15,7,0,0,28,201610,0,-1,14,21,35,21,1286.98222065322,1473.66889143401,2016,10,0,0,0,1,1,307
Vikings,0,20,0,0,0,0,20,Washington,7,7,6,6,0,0,26,201610,7,-6,0,6,46,6,1554.97431312962,1509.37202736175,2016,10,0,0,1,1,0,931
Texans,3,7,7,3,0,0,20,Raiders,0,10,3,14,0,0,27,201611,-3,0,-4,7,47,7,1534.73076733087,1532.80798323087,2016,11,0,0,1,1,0,1635
Packers,0,10,0,14,0,0,24,Washington,7,6,9,20,0,0,42,201611,7,3,12,18,66,18,1494.14707814323,1527.58524451727,2016,11,0,0,0,1,0,686
Eagles,0,7,0,8,0,0,15,Seahawks,6,10,7,3,0,0,26,201611,6,9,16,11,41,11,1557.94276010827,1663.56664083529,2016,11,0,0,0,1,0,2373
Patriots,6,7,0,17,0,0,30,49ers,3,7,0,7,0,0,17,201611,3,3,3,13,47,-13,1654.29883539097,1328.25434201139,2016,11,0,0,0,0,0,2698
Dolphins,0,0,0,14,0,0,14,Rams,7,0,3,0,0,0,10,201611,-7,-7,-10,4,24,-4,1490.2612778812,1465.20414960363,2016,11,0,0,0,0,0,2335
Bears,9,7,0,0,0,0,16,Giants,6,3,13,0,0,0,22,201611,-3,-7,6,6,38,6,1383.41532562444,1511.78161328668,2016,11,0,0,0,1,0,711
Cardinals,7,10,0,7,0,0,24,Vikings,7,13,10,0,0,0,30,201611,0,3,13,6,54,6,1571.97687956398,1536.7610959741,2016,11,0,0,0,1,0,1278
Titans,0,7,7,3,0,0,17,Colts,14,7,0,3,0,0,24,201611,14,14,7,7,41,7,1404.42625820656,1481.78565848216,2016,11,0,0,1,1,1,251
Jaguars,3,6,10,0,0,0,19,Lions,0,9,7,10,0,0,26,201611,-3,0,-3,7,45,7,1317.95360433138,1524.30663509577,2016,11,0,0,1,0,0,832
Ravens,7,3,0,7,0,0,17,Cowboys,0,10,7,10,0,0,27,201611,-7,0,7,10,44,10,1484.21915172819,1613.80549343241,2016,11,0,0,0,0,0,1210
Steelers,3,11,3,7,0,0,24,Browns,0,0,3,6,0,0,9,201611,3,14,14,15,33,-15,1523.02515804982,1276.43196035904,2016,11,0,0,0,1,1,114
Bills,7,3,3,3,0,0,16,Bengals,6,6,0,0,0,0,12,201611,1,-2,1,4,28,-4,1540.57546226426,1518.69357683574,2016,11,0,1,0,1,0,388
Saints,3,0,0,17,0,0,20,Panthers,3,17,3,0,0,0,23,201611,0,17,20,3,43,3,1478.45215134813,1554.99153718529,2016,11,0,0,0,1,1,648
Buccaneers,0,9,3,7,0,0,19,Chiefs,3,7,0,7,0,0,17,201611,-3,-1,2,2,36,-2,1435.17146452499,1660.57685624949,2016,11,0,0,0,0,0,1037
Bengals,0,3,6,5,0,0,14,Ravens,10,6,0,3,0,0,19,201612,10,13,7,5,33,5,1500.25054634037,1473.38075200663,2016,12,0,0,0,1,1,419
Packers,7,7,3,10,0,0,27,Eagles,7,3,3,0,0,0,13,201612,0,4,4,14,40,-14,1473.7418417535,1545.37670981504,2016,12,0,0,0,1,0,728
Chiefs,0,9,7,8,6,0,30,Broncos,0,3,7,14,3,0,27,201612,0,6,6,3,57,-3,1639.26768219545,1622.60200679871,2016,12,0,0,1,1,1,556
Patriots,0,10,3,9,0,0,22,Jets,3,7,0,7,0,0,17,201612,-3,0,3,5,39,-5,1662.88721517526,1460.08084385538,2016,12,0,0,1,1,1,181
Panthers,7,0,18,7,0,0,32,Raiders,7,17,0,11,0,0,35,201612,0,17,-1,3,67,3,1562.98563167176,1553.73576902418,2016,12,0,0,0,0,0,2288
Seahawks,0,5,0,0,0,0,5,Buccaneers,14,0,0,0,0,0,14,201612,14,9,9,9,19,9,1676.13269112852,1456.48063857903,2016,12,0,0,0,1,0,2526
Chargers,0,14,0,7,0,0,21,Texans,0,7,0,6,0,0,13,201612,0,7,7,8,34,-8,1454.15531128231,1513.80298153756,2016,12,0,1,0,1,0,1301
Rams,7,14,0,0,0,0,21,Saints,7,21,14,7,0,0,49,201612,0,7,21,28,70,28,1446.93591649373,1470.45805686166,2016,12,0,0,0,1,0,1669
Vikings,7,0,3,3,0,0,13,Lions,7,3,0,6,0,0,16,201612,0,3,0,3,29,3,1554.3184274556,1530.72465491425,2016,12,0,0,0,1,1,542
Giants,0,14,0,13,0,0,27,Browns,0,6,0,7,0,0,13,201612,0,8,8,14,40,-14,1520.62822403265,1263.1075604691,2016,12,0,0,0,0,0,403
Titans,7,14,3,3,0,0,27,Bears,7,0,0,14,0,0,21,201612,0,14,17,6,48,-6,1392.47849756981,1374.56871487847,2016,12,0,0,0,0,0,395
Jaguars,7,0,7,7,0,0,21,Bills,0,6,14,8,0,0,28,201612,-7,-1,6,7,49,7,1311.5355845129,1559.01849275963,2016,12,0,0,0,1,0,880
Cardinals,7,6,0,6,0,0,19,Falcons,7,10,7,14,0,0,38,201612,0,4,11,19,57,19,1554.41954808248,1555.02020980154,2016,12,0,0,1,1,0,1588
Steelers,14,7,0,7,0,0,28,Colts,0,7,0,0,0,0,7,201612,14,14,14,21,35,-21,1536.34955793976,1493.73341911891,2016,12,0,0,0,1,0,328
Washington,0,6,0,20,0,0,26,Cowboys,7,10,0,14,0,0,31,201612,7,11,11,5,57,5,1547.990480907,1624.64389315397,2016,12,0,0,0,1,1,1181
49ers,7,0,7,10,0,0,24,Dolphins,0,14,10,7,0,0,31,201612,-7,7,10,7,55,7,1319.6659622271,1508.5295109911,2016,12,0,0,0,0,0,2590
Colts,14,10,10,7,0,0,41,Jets,0,3,0,7,0,0,10,201613,14,21,31,31,51,-31,1460.49614030344,1449.57735260936,2016,13,0,0,0,1,0,643
Panthers,0,7,0,0,0,0,7,Seahawks,10,13,7,10,0,0,40,201613,10,16,23,33,47,33,1551.61637166065,1641.01616306694,2016,13,0,0,0,1,0,2280
Buccaneers,7,0,10,11,0,0,28,Chargers,7,7,7,0,0,0,21,201613,0,-7,-4,7,49,-7,1491.59716664061,1485.46257746712,2016,13,0,0,0,0,0,2085
Giants,0,0,7,7,0,0,14,Steelers,5,9,7,3,0,0,24,201613,5,14,14,10,38,10,1532.98925314294,1569.58683675523,2016,13,0,0,0,0,0,314
Washington,0,6,14,3,0,0,23,Cardinals,7,3,7,14,0,0,31,201613,7,4,-3,8,54,8,1537.66346670514,1530.75786642504,2016,13,0,0,0,1,0,1977
Bills,3,7,14,0,0,0,24,Raiders,3,6,14,15,0,0,38,201613,0,-1,-1,14,62,14,1564.18952774282,1565.10502903529,2016,13,0,0,0,1,0,2286
Broncos,0,10,7,3,0,0,20,Jaguars,0,3,0,7,0,0,10,201613,0,7,14,10,30,-10,1606.46837475778,1306.36454952971,2016,13,0,0,0,1,0,1465
Dolphins,0,0,0,6,0,0,6,Ravens,14,10,0,14,0,0,38,201613,14,24,24,32,44,32,1515.5490251469,1489.06790317315,2016,13,0,0,0,1,0,956
Rams,0,0,3,7,0,0,10,Patriots,7,10,6,3,0,0,26,201613,7,17,20,16,36,16,1422.63908493687,1673.39070642128,2016,13,0,0,0,0,0,2594
Texans,0,0,7,6,0,0,13,Packers,0,7,0,14,0,0,21,201613,0,7,0,8,34,8,1482.49571535275,1513.41938126867,2016,13,0,0,0,0,0,1095
Eagles,0,0,7,7,0,0,14,Bengals,10,9,10,3,0,0,32,201613,10,19,22,18,46,18,1505.69917029987,1484.56339517385,2016,13,0,0,0,0,0,497
49ers,0,6,0,0,0,0,6,Bears,0,7,14,5,0,0,26,201613,0,1,15,20,32,20,1312.6464480713,1352.00526358086,2016,13,0,0,0,1,0,1853
Chiefs,6,14,7,2,0,0,29,Falcons,10,6,0,12,0,0,28,201613,-4,4,11,1,57,-1,1655.40131423638,1578.68189145898,2016,13,0,0,0,0,0,675
